ID,DESCRIPTION,Attribut1,Application,Characteristic,Material,Size,LC Risk,Mounting,Mounting Feature,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V)
A835,Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,125.0
A836,"Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,3.0
A837,"Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,125.0
A838,"Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,3.0
A839,"Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,125.0
A840,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,125.0
A841,Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL Electric Indicator,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0
A842,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0
A843,"Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 50A (IR), NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,NOT SPECIFIED,125.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0
A844,"Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R Automotive CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,4.0
A845,"Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 50A (IR), NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,NOT SPECIFIED,125.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0
A846,"Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0
A847,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0
A848,"Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,5.0
A849,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,125.0
A850,"Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,5.0
A851,"Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R Automotive CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,125.0
A852,"Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,5.0
A853,"Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,125.0
A854,Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,125.0
A855,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,7.0
A856,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,125.0
A857,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 50A (IR), NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,Low,SURFACE MOUNT,NOT SPECIFIED,125.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,125.0
A858,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,7.0
A859,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,125.0
A860,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,125.0
A861,nan,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NANO,High,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,8.0,125.0,0.0,0.0
A862,"Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,8.0,125.0,125.0,8.0
A863,"Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,8.0,125.0,125.0,125.0
A864,"Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,8.0,125.0,125.0,125.0
A865,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,8.0,125.0,125.0,125.0
A866,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,10.0,125.0,125.0,125.0
A867,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,35.0,10.0,125.0,125.0,125.0
A868,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,10.0,125.0,125.0,125.0
A869,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,35.0,10.0,125.0,125.0,125.0
A870,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,35.0,10.0,125.0,125.0,125.0
A871,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,10.0,125.0,125.0,125.0
A872,"Indicator Chip Very Fast Movement 12A 65V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 12A, 65VAC, 65VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,6.1,50.0,12.0,65.0,65.0,12.0
A873,"Indicator Chip Very Fast Movement 12A 65V SMD Solder Pad 2410 Ceramic T/R Automotive CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 12A, 65VAC, 65VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,6.1,50.0,12.0,65.0,65.0,65.0
A874,"Indicator Chip Very Fast Movement 12A 65V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 12A, 65VAC, 65VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,6.1,50.0,12.0,65.0,65.0,12.0
A875,"Indicator Chip Very Fast Movement 12A 65V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 12A, 65VAC, 65VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,6.1,50.0,12.0,65.0,65.0,65.0
A876,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,12.0,65.0,65.0,65.0
A877,"Indicator Chip Very Fast Movement 1.5A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 15A, 65VAC, 65VDC, 100A (IR), Surface Mount",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,100.0,15.0,65.0,65.0,1.5
A878,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,15.0,65.0,65.0,65.0
A879,"Indicator Chip Very Fast Movement 15A 65V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 1.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,15.0,65.0,125.0,15.0
A880,"Indicator Chip Very Fast Movement 15A 65V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 1.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,15.0,65.0,125.0,65.0
A881,"Indicator Chip Very Fast Movement 1.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 15A, 65VAC, 65VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,1.5,125.0,65.0,125.0
A882,"Indicator Chip Very Fast Movement 1.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 1.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,15.0,65.0,125.0,65.0
A883,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,15.0,65.0,65.0,65.0
A884,"Indicator Chip Very Fast Movement 1.6A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 1.6A",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,NOT SPECIFIED,125.0,-55.0,6.1,6.1,50.0,1.6,125.0,125.0,125.0
A885,"Indicator Chip Very Fast Movement 1.6A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 1.6A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,1.6,125.0,125.0,1.6
A886,"Indicator Chip Very Fast Movement 1.6A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 1.6A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,1.6,125.0,125.0,125.0
A887,"Indicator Chip Very Fast Movement 1.6A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 1.6A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,1.6,125.0,125.0,125.0
A888,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,1.6,125.0,125.0,125.0
A889,Indicator Chip Very Fast Movement 20A 125V SMD Solder Pad 2410 Ceramic T/R Electric Indicator,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,Low,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,20.0,125.0,125.0,125.0
A890,"Indicator Chip Very Fast Movement 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,2.5,125.0,125.0,2.5
A891,"Indicator Chip Very Fast Movement 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,2.5,125.0,125.0,125.0
A892,"Indicator Chip Very Fast Movement 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,2.5,125.0,125.0,2.5
A893,"Indicator Chip Very Fast Movement 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,2.5,125.0,125.0,125.0
A894,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,3.5,125.0,125.0,125.0
A895,"Indicator Chip Very Fast Movement 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.5,125.0,125.0,3.5
A896,"Indicator Chip Very Fast Movement 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.5,125.0,125.0,125.0
A897,"Indicator Chip Very Fast Movement 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.5,125.0,125.0,3.5
A898,"Indicator Chip Very Fast Movement 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.5,125.0,125.0,125.0
A899,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,3.5,125.0,125.0,125.0
A900,"Indicator Chip Very Fast Movement 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,0.062,125.0,125.0,0.062
A901,"Indicator Chip Very Fast Movement 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,0.062,125.0,125.0,125.0
A902,"Indicator Chip Very Fast Movement 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,0.062,125.0,125.0,0.062
A903,"Indicator Chip Very Fast Movement 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,0.062,125.0,125.0,125.0
A904,nan,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,6.3,125.0,125.0,125.0
A905,"Indicator Chip Very Fast Movement 6.3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 6.3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,6.3,125.0,125.0,6.3
A906,"Indicator Chip Very Fast Movement 6.3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 6.3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,6.3,125.0,125.0,125.0
A907,"Indicator Chip Very Fast Movement 6.3A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 6.3A, 50A (IR), NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,Low,SURFACE MOUNT,NOT SPECIFIED,125.0,-55.0,6.1,6.1,50.0,6.3,125.0,125.0,125.0
