ID,DESCRIPTION,Attribut1,Application,Characteristic,Material,Size,LC Risk,Mounting,Mounting Feature,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),search_context
A578,"Indicator Chip Slow Blow Movement 0.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Slow Blow, 0.5A, 63VAC, 63VDC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,SLOW,EPOXY,3.18 X 1.52 X 1.14mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,0.5,63.0,63.0,0.5,"Industrial Part: Indicator Chip Slow Blow Movement 0.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Slow Blow, 0.5A, 63VAC, 63VDC, 50A (IR), Surface Mount. Rated Current: 0.5A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A579,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,2.0,125.0,0.0,0.0,Industrial Part: nan. Rated Current: 2.0A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A580,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,1.5,125.0,0.0,0.0,Industrial Part: nan. Rated Current: 1.5A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A581,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,0.25,125.0,0.0,0.0,Industrial Part: nan. Rated Current: 0.25A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A582,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,0.375,125.0,0.0,0.0,Industrial Part: nan. Rated Current: 0.375A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A583,,UNKNOWN,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,0.75,125.0,0.0,0.0,Industrial Part: nan. Rated Current: 0.75A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A584,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,50.0,1.0,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 1.0A. Voltage: 63.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A585,"Indicator Chip Very Fast Movement 1A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 1A, 63VAC, 63VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,1.0,63.0,63.0,63.0,"Industrial Part: Indicator Chip Very Fast Movement 1A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 1A, 63VAC, 63VDC, 50A (IR), Surface Mount. Rated Current: 1.0A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A586,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,50.0,2.0,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 2.0A. Voltage: 63.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A587,,VERY FAST,BATTERY PACK,UNKNOWN,EPOXY,3.18 X 1.52 X 0.58mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,2.0,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 2.0A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A588,"Indicator Chip Very Fast Movement 2A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 2A, 63VAC, 63VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,2.0,63.0,63.0,63.0,"Industrial Part: Indicator Chip Very Fast Movement 2A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 2A, 63VAC, 63VDC, 50A (IR), Surface Mount. Rated Current: 2.0A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A589,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,50.0,3.0,32.0,0.0,32.0,Industrial Part: nan. Rated Current: 3.0A. Voltage: 32.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A590,"Indicator Chip Very Fast Movement 3A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 3A, 32VAC, 32VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,3.0,32.0,32.0,32.0,"Industrial Part: Indicator Chip Very Fast Movement 3A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 3A, 32VAC, 32VDC, 50A (IR), Surface Mount. Rated Current: 3.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A591,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,50.0,4.0,24.0,0.0,24.0,Industrial Part: nan. Rated Current: 4.0A. Voltage: 24.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A592,"Indicator Chip Very Fast Movement 4A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 4A, 24VAC, 24VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,4.0,24.0,24.0,24.0,"Industrial Part: Indicator Chip Very Fast Movement 4A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 4A, 24VAC, 24VDC, 50A (IR), Surface Mount. Rated Current: 4.0A. Voltage: 24.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A593,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,50.0,5.0,24.0,0.0,24.0,Industrial Part: nan. Rated Current: 5.0A. Voltage: 24.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A594,"Indicator Chip Very Fast Movement 5A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 5A, 24VAC, 24VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,5.0,24.0,24.0,24.0,"Industrial Part: Indicator Chip Very Fast Movement 5A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 5A, 24VAC, 24VDC, 50A (IR), Surface Mount. Rated Current: 5.0A. Voltage: 24.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A595,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,50.0,7.0,24.0,0.0,24.0,Industrial Part: nan. Rated Current: 7.0A. Voltage: 24.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A596,"Indicator Chip Very Fast Movement 1.5A 63V SMD Solder Pad 1206 Epoxy CSA/UL Electric Indicator, Very Fast Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,1.5,63.0,63.0,63.0,"Industrial Part: Indicator Chip Very Fast Movement 1.5A 63V SMD Solder Pad 1206 Epoxy CSA/UL Electric Indicator, Very Fast Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206. Rated Current: 1.5A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A597,"Indicator Chip Very Fast Movement 1.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA Electric Indicator, Very Fast Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,1.5,63.0,63.0,63.0,"Industrial Part: Indicator Chip Very Fast Movement 1.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA Electric Indicator, Very Fast Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206. Rated Current: 1.5A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A598,"Indicator Chip Very Fast Movement 2.5A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 2.5A, 32VAC, 32VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,2.5,32.0,32.0,32.0,"Industrial Part: Indicator Chip Very Fast Movement 2.5A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 2.5A, 32VAC, 32VDC, 50A (IR), Surface Mount. Rated Current: 2.5A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A599,"Indicator 0.125A 125V Very Fast Movement 2-Pin SMD Electric Indicator, Very Fast Blow, 1.25A, 63VAC, 63VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52mm,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,0.125,1.25,63.0,63.0,63.0,"Industrial Part: Indicator 0.125A 125V Very Fast Movement 2-Pin SMD Electric Indicator, Very Fast Blow, 1.25A, 63VAC, 63VDC, 50A (IR), Surface Mount. Rated Current: 1.25A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 8.4mm."
A600,,VERY FAST,BATTERY PACK,UNKNOWN,EPOXY,3.18 X 1.52 X 0.58mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.125,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 0.125A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A601,"Indicator Chip Very Fast Movement 0.125A 125V SMD Solder Pad 1206 Epoxy T/R CSA Electric Indicator, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,0.125,1.25,63.0,125.0,63.0,"Industrial Part: Indicator Chip Very Fast Movement 0.125A 125V SMD Solder Pad 1206 Epoxy T/R CSA Electric Indicator, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount. Rated Current: 1.25A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A602,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,50.0,1.75,63.0,63.0,63.0,Industrial Part: nan. Rated Current: 1.75A. Voltage: 63.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A603,"Indicator Chip Very Fast Movement 1.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 1.75A, 63VAC, 63VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,1.75,63.0,63.0,63.0,"Industrial Part: Indicator Chip Very Fast Movement 1.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 1.75A, 63VAC, 63VDC, 50A (IR), Surface Mount. Rated Current: 1.75A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A604,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,50.0,0.2,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 0.2A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A605,,VERY FAST,BATTERY PACK,UNKNOWN,EPOXY,3.18 X 1.52 X 0.58mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.2,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 0.2A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A606,"Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,0.2,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount. Rated Current: 0.2A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A607,,VERY FAST,BATTERY PACK,UNKNOWN,EPOXY,3.18 X 1.52mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,0.25,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 0.25A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 8.4mm.
A608,"Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 1206 Epoxy T/R CSA Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,0.25,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 1206 Epoxy T/R CSA Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount. Rated Current: 0.25A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A609,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,50.0,0.375,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 0.375A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A610,,VERY FAST,BATTERY PACK,UNKNOWN,EPOXY,3.18 X 1.52 X 0.58mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,3.18,50.0,0.375,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 0.375A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm.
A611,"Indicator Chip Very Fast Movement 0.375A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,0.375,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 0.375A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount. Rated Current: 0.375A. Voltage: 125.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A612,"Indicator Chip Very Fast Movement 0.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.5A, 63VAC, 63VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,0.5,63.0,63.0,63.0,"Industrial Part: Indicator Chip Very Fast Movement 0.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.5A, 63VAC, 63VDC, 50A (IR), Surface Mount. Rated Current: 0.5A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A613,"Indicator Chip Very Fast Movement 0.6A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.6A, 63VAC, 63VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,0.6,63.0,63.0,63.0,"Industrial Part: Indicator Chip Very Fast Movement 0.6A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.6A, 63VAC, 63VDC, 50A (IR), Surface Mount. Rated Current: 0.6A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A614,"Indicator Chip Very Fast Movement 0.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,0.75,63.0,63.0,63.0,"Industrial Part: Indicator Chip Very Fast Movement 0.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206. Rated Current: 0.75A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A615,"Indicator Chip Very Fast Movement 0.8A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.8A, 63VAC, 63VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,3.18 X 1.52 X 0.58mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,3.18,50.0,0.8,63.0,63.0,63.0,"Industrial Part: Indicator Chip Very Fast Movement 0.8A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 0.8A, 63VAC, 63VDC, 50A (IR), Surface Mount. Rated Current: 0.8A. Voltage: 63.0V. Material: EPOXY. Physical Size: 6.1mm x 3.18mm."
A616,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,50.0,1.0,32.0,0.0,32.0,Industrial Part: nan. Rated Current: 1.0A. Voltage: 32.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A617,"Indicator Chip Very Fast Movement 1A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 1A, 32VAC, 32VDC, 50A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,1.6 X 0.81 X 0.31mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,1.6,50.0,1.0,32.0,32.0,32.0,"Industrial Part: Indicator Chip Very Fast Movement 1A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 1A, 32VAC, 32VDC, 50A (IR), Surface Mount. Rated Current: 1.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 1.6mm."
A618,Indicator Chip Very Fast Movement 1A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL,VERY FAST,BATTERY PACK,UNKNOWN,EPOXY,1.6 X 0.81 X 0.31mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,1.6,50.0,1.0,32.0,32.0,32.0,Industrial Part: Indicator Chip Very Fast Movement 1A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL. Rated Current: 1.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 1.6mm.
A619,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,35.0,2.0,32.0,0.0,32.0,Industrial Part: nan. Rated Current: 2.0A. Voltage: 32.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A620,"Indicator Chip Very Fast Movement 2A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 2A, 32VAC, 32VDC, 35A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,1.6 X 0.81 X 0.31mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,1.6,35.0,2.0,32.0,32.0,32.0,"Industrial Part: Indicator Chip Very Fast Movement 2A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 2A, 32VAC, 32VDC, 35A (IR), Surface Mount. Rated Current: 2.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 1.6mm."
A621,Indicator Chip Very Fast Movement 2A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL,VERY FAST,BATTERY PACK,UNKNOWN,EPOXY,1.6 X 0.81 X 0.31mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,1.6,50.0,2.0,32.0,32.0,32.0,Industrial Part: Indicator Chip Very Fast Movement 2A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL. Rated Current: 2.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 1.6mm.
A622,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,35.0,3.0,32.0,0.0,32.0,Industrial Part: nan. Rated Current: 3.0A. Voltage: 32.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A623,"Indicator Chip Very Fast Movement 3A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 3A, 32VAC, 32VDC, 35A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,1.6 X 0.81 X 0.31mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,1.6,35.0,3.0,32.0,32.0,32.0,"Industrial Part: Indicator Chip Very Fast Movement 3A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 3A, 32VAC, 32VDC, 35A (IR), Surface Mount. Rated Current: 3.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 1.6mm."
A624,Indicator Chip Very Fast Movement 3A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL,VERY FAST,BATTERY PACK,UNKNOWN,EPOXY,1.6 X 0.81 X 0.31mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,1.6,50.0,3.0,32.0,32.0,32.0,Industrial Part: Indicator Chip Very Fast Movement 3A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL. Rated Current: 3.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 1.6mm.
A625,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,35.0,4.0,32.0,0.0,32.0,Industrial Part: nan. Rated Current: 4.0A. Voltage: 32.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A626,"Indicator Chip Very Fast Movement 4A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 4A, 32VAC, 32VDC, 35A (IR), Surface Mount",VERY FAST,BATTERY PACK,VERY FAST,EPOXY,1.6 X 0.81 X 0.31mm,High,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,6.1,1.6,35.0,4.0,32.0,32.0,32.0,"Industrial Part: Indicator Chip Very Fast Movement 4A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL Electric Indicator, Very Fast Blow, 4A, 32VAC, 32VDC, 35A (IR), Surface Mount. Rated Current: 4.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 1.6mm."
A627,Indicator Chip Very Fast Movement 4A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL,VERY FAST,BATTERY PACK,UNKNOWN,EPOXY,1.6 X 0.81 X 0.31mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,1.6,50.0,4.0,32.0,32.0,32.0,Industrial Part: Indicator Chip Very Fast Movement 4A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL. Rated Current: 4.0A. Voltage: 32.0V. Material: EPOXY. Physical Size: 6.1mm x 1.6mm.
A628,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,SURFACE MOUNT,55.0,-55.0,6.1,8.4,35.0,5.0,32.0,0.0,32.0,Industrial Part: nan. Rated Current: 5.0A. Voltage: 32.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
